IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,FinalDescription,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode
080180-24062019,24/06/2019 11:51,2019,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH 77 YEAR OLD BARIATRIC PATIENT,E05000417,BRIXTON HILL,E09000022,LAMBETH,Brixton,SW2
084968-03072019,03/07/2019 09:42,2019,2019/20,Special Service,1,2,339,678,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST ELDELEY GENTLEMAN IN BATH,E05000174,EALING COMMON,E09000009,EALING,Acton,W3
086845-06072019,06/07/2019 13:15,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,ASSIST LAS WITH BARIATRIC PATIENT,E05000414,TOLWORTH AND HOOK RISE,E09000021,KINGSTON UPON THAMES,Surbiton,KT6
087926-08072019,08/07/2019 14:11,2019,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF BARATRIC PATIENT   TL REQUESTED FROM SCENE,E05000370,CLERKENWELL,E09000019,ISLINGTON,Islington,WC1X
088642-09072019,09/07/2019 20:25,2019,2019/20,Special Service,1,3,339,1017,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH REMOVING BARIATRIC PATIENT FROM PREMISE ALP X 1,E05000332,HILLINGDON EAST,E09000017,HILLINGDON,Hillingdon,UB10
093458-18072019,18/07/2019 05:49,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,PERSON COLLAPSED BEHIND DOOR   LAS ON SCENE,E05000194,BUSH HILL PARK,E09000010,ENFIELD,Edmonton,EN1
093661-18072019,18/07/2019 14:57,2019,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,TO ASSIST AMBULANCE WITH BARIATRIC  (APPROX 35 STONE) IN CARDIAC ARREST,E05000595,FOREST,E09000031,WALTHAM FOREST,Leytonstone,E11
094134-19072019,19/07/2019 17:33,2019,2019/20,Special Service,2,3,339,1017,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH ELDERLY MALE IN CARDIAC ARREST,E05000228,THAMESMEAD MOORINGS,E09000011,GREENWICH,Plumstead,SE28
096524-24072019,24/07/2019 05:05,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,No action (not false alarm),Service not required,ASSIST LAS WITH BARIATRIC PATIENT   SUFFERING CARDIAC ARREST,E05009405,STANLEY,E09000020,KENSINGTON AND CHELSEA,Chelsea,SW10
097222-25072019,25/07/2019 10:08,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE TO REMOVE PATIENT,E05000223,KIDBROOKE WITH HORNFAIR,E09000011,GREENWICH,Eltham,SE3
098174-26072019,26/07/2019 12:18,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH PATIENT STUCK IN BATH,E05000467,POLLARDS HILL,E09000024,MERTON,Norbury,CR4
098926-27072019,27/07/2019 16:12,2019,2019/20,Special Service,1,2,339,678,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT  40 STONE MALE  DIFFICULTY IN BREATHING     LAS IN ATTENDANCE,E05011228,NORTHUMBERLAND HEATH,E09000004,BEXLEY,Erith,DA17
099227-28072019,28/07/2019 04:20,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT IN CARDIAC ARREST,E05000556,BEDDINGTON SOUTH,E09000029,SUTTON,Wallington,SM6
103121-05082019,05/08/2019 12:08,2019,2019/20,Special Service,1,3,339,1017,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH BARIATRIC PATIENT - LINE OPS LEVEL ONE     TL REQUESTED FROM SCENE,E05011102,FARADAY,E09000028,SOUTHWARK,Old Kent Road,SE17
103245-05082019,05/08/2019 18:09,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,PERSON COLLAPSED BEHIND DOOR   POLICE AND AMBULANCE IN ATTENDANCE,E05000425,LARKHALL,E09000022,LAMBETH,Clapham,SW9
104402-07082019,07/08/2019 21:49,2019,2019/20,Special Service,1,2,339,678,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT,E05000641,MARYLEBONE HIGH STREET,E09000033,WESTMINSTER,Paddington,W1U
106769-12082019,12/08/2019 09:19,2019,2019/20,Special Service,1,3,339,1017,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH A BARIATRIC PATIENT,E05000115,CRAY VALLEY WEST,E09000006,BROMLEY,Orpington,BR5
108477-15082019,15/08/2019 18:36,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,RUNNING CALL ASSISTING LAS WITH CASULTY,E05000226,PLUMSTEAD,E09000011,GREENWICH,Plumstead,SE18
111445-21082019,21/08/2019 18:23,2019,2019/20,Special Service,1,2,339,678,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST LAS WITH BARIATRIC PATIENT SUFFERING BREATHING DIFFICULTIES,E05000088,DOLLIS HILL,E09000005,BRENT,Willesden,NW2
113214-24082019,24/08/2019 20:56,2019,2019/20,Special Service,1,1,339,339,Train station - concourse ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH LIFTING HEAVY UNCONCIOUS PATIENT,E05000282,WEST GREEN,E09000014,HARINGEY,Hornsey,N15
113995-26082019,26/08/2019 00:54,2019,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,ASSIST POLICE AND LAS WITH BARIATRIC PATIENT,E05009392,COLVILLE,E09000020,KENSINGTON AND CHELSEA,North Kensington,W11
114373-26082019,26/08/2019 17:44,2019,2019/20,Special Service,1,1,339,339,Multiple Vehicles ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,ROAD TRAFFIC COLLISION,E05000110,CHELSFIELD AND PRATTS BOTTOM,E09000006,BROMLEY,Orpington,BR6
115907-28082019,28/08/2019 23:46,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH UNWELL BED BOUND PATIENT - DIFFICULT REMOVAL,E05000054,HALE,E09000003,BARNET,Mill Hill,HA8
116480-30082019,30/08/2019 01:22,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,BARIATRIC PATIENT IN PRECARIOUS POSITION IN HOIST - LAS BEING REQUESTED,E05011106,NORTH BERMONDSEY,E09000028,SOUTHWARK,Deptford,SE16
116779-30082019,30/08/2019 17:29,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,TO ASSIST AMBULANCE WITH REMOVAL OF PATIENT WITH LIFE THREATENING CONDITION,E05000114,CRAY VALLEY EAST,E09000006,BROMLEY,Orpington,BR5
120170-06092019,06/09/2019 11:32,2019,2019/20,Special Service,1,1,339,339,Motor Home ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH EXTRACTING PATIENT IN ROOF COMPARTMENT OF HOME BUILT CAMPER VAN  MALE UNCONSCIOUS AN,E05000346,BEDFONT,E09000018,HOUNSLOW,Feltham,TW14
121333-08092019,08/09/2019 14:51,2019,2019/20,Special Service,1,2,339,678,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,ASSIST LAS WITH BARIATRIC PATIENT - TL X 1,E05009325,LANSBURY,E09000030,TOWER HAMLETS,Poplar,E14
122236-10092019,10/09/2019 10:48,2019,2019/20,Special Service,1,2,339,678,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT,E05000366,BARNSBURY,E09000019,ISLINGTON,Islington,N1
123862-13092019,13/09/2019 14:49,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH REMOVAL OF BARIATRIC PATIENT,E05000436,VASSALL,E09000022,LAMBETH,Brixton,SW9
123888-13092019,13/09/2019 15:50,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT IN CARDIAC ARREST,E05000516,BARNES,E09000027,RICHMOND UPON THAMES,Hammersmith,SW13
124855-15092019,15/09/2019 08:59,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,MALE FALLEN THROUGH CEILING   LAS EN ROUTE,E05000267,BOUNDS GREEN,E09000014,HARINGEY,Southgate,N11
127568-20092019,20/09/2019 09:29,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,RUNNING CALL TO ASSIST LAS WITH BARIATRIC HOARDER   H311 ATTENDING - NO FURTHER BRIGADE ATTENDANCE R,E05011468,FAIRFIELD,E09000008,CROYDON,Croydon,CR0
130415-24092019,24/09/2019 22:49,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ILO ASSESMENT  POLICE REQUEST ASSISTANCE IN RETRIEVING EVIDENCE FROM ROOF KNIFE USED IN ASSAULT,E05000310,GOOSHAYS,E09000016,HAVERING,Harold Hill,RM3
133327-30092019,30/09/2019 19:51,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT WITH PROBLEMS BREATHING 33 STONE - LAS ON SCENE,E05000493,WALL END,E09000025,NEWHAM,East Ham,E6
138361-10102019,10/10/2019 17:45,2019,2019/20,Special Service,1,2,339,678,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIT LAS WITH BARIATRIC PATIENT,E05000642,QUEEN'S PARK,E09000033,WESTMINSTER,North Kensington,W10
145070-25102019,25/10/2019 11:19,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - No action required by Brigade,ASSIST AMBULANCE TO REMOVE BARIATRIC PATIENT      FROM PROPERTY PERSON IS A HOARDER,E05000448,LEWISHAM CENTRAL,E09000023,LEWISHAM,Greenwich,SE8
148527-01112019,01/11/2019 13:19,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH CASUALTY WITH DIFFICULT REMOVAL,E05000452,SYDENHAM,E09000023,LEWISHAM,Forest Hill,SE26
148892-02112019,02/11/2019 01:50,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT  - LIFE RISK,E05009398,NORLAND,E09000020,KENSINGTON AND CHELSEA,North Kensington,W11
149292-02112019,02/11/2019 19:35,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry - Other action,LARGE WISTERIA FALLEN ACROSS DOORWAY ELDERLY PERSON UNABLE TO LEAVE PROPERTY,E05000123,PENGE AND CATOR,E09000006,BROMLEY,Beckenham,BR3
150212-04112019,04/11/2019 20:51,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT - LAS ON SCENE,E05000284,WOODSIDE,E09000014,HARINGEY,Tottenham,N22
152019-08112019,08/11/2019 17:51,2019,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS IN REMOVING PATIENT - PARAMEDICS LOCKED IN WITH PATIENT,E05000266,ALEXANDRA,E09000014,HARINGEY,Hornsey,N10
153224-11112019,11/11/2019 08:20,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST AMBULANCE WITH REMOVAL OF BARIATRIC PATIENT   LAS ON SCENE,E05011234,ALDBOROUGH,E09000026,REDBRIDGE,Ilford,IG2
154207-13112019,13/11/2019 11:56,2019,2019/20,Special Service,1,2,339,678,Nursing/Care Home/Hospice,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT  LAS ON SCENE,E05000443,EVELYN,E09000023,LEWISHAM,Deptford,SE16
155123-15112019,15/11/2019 13:44,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,RUNNING CALL - G251 ATTENDING - NO FURTHER ATTENDANCE REQUIRED   ASSIST LAS WITH BARIATRIC PATIENT,E05000176,ELTHORNE,E09000009,EALING,Ealing,W13
155173-15112019,15/11/2019 16:07,2019,2019/20,Special Service,1,4,339,1356,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,BARIATRIC PATIENT - ASSIST LAS   ALP REQUESTED FROM SCENE,E05009375,HAGGERSTON,E09000012,HACKNEY,Bethnal Green,E8
157494-20112019,20/11/2019 10:57,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT,E05000464,LONGTHORNTON,E09000024,MERTON,Norbury,SW16
161755-29112019,29/11/2019 19:09,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH HEAVY PATIENT COLLAPSED IN THE SHOWER,E05000319,ROMFORD TOWN,E09000016,HAVERING,Romford,RM2
162126-30112019,30/11/2019 12:17,2019,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH ELDERLY BARIATRIC PATIENT,E05000446,LADYWELL,E09000023,LEWISHAM,Lewisham,SE13
167194-11122019,11/12/2019 08:06,2019,2019/20,Special Service,1,2,339,678,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST POLICE WITH BARIATRIC DECEASED PATIENT   << LEAVE INCIDENT OPEN FOR ATTENDANCE >> * * * STATI,E05011479,SELHURST,E09000008,CROYDON,Croydon,SE25
167575-12122019,12/12/2019 08:14,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS TO REMOVE BARIATRIC PATIENT   LAS ON SCENE,E05000142,REGENT'S PARK,E09000007,CAMDEN,Euston,NW1
168406-14122019,14/12/2019 01:05,2019,2019/20,Special Service,1,2,339,678,Pub/wine bar/bar ,Non Residential,1,Medical Incident,Medical incident - No action required by Brigade,ASSIST LAS WITH BARIATRIC PATIENT - FALLEN WITH HEAD INJURY - LAS CONFIRM LIFE THREATENING PATIENT I,E05011104,LONDON BRIDGE & WEST BERMONDSEY,E09000028,SOUTHWARK,Dowgate,SE1
169005-15122019,15/12/2019 10:31,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH  BARIATRIC PATIENT,E05000040,VALENCE,E09000002,BARKING AND DAGENHAM,Dagenham,RM8
169459-16122019,16/12/2019 14:21,2019,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ELDERLY FEMALE WEDGED BETWEEN WALL AND LIFTING EQUIPMENT,E05000119,HAYES AND CONEY HALL,E09000006,BROMLEY,Addington,BR4
175386-30122019,30/12/2019 10:31,2019,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH 120KG BARIATRIC PATIENT IN CARDIAC ARREST     TL TO ACCESS VIA BROADLEY STREET JNC P,E05000634,CHURCH STREET,E09000033,WESTMINSTER,Paddington,NW8
001551-04012020,04/01/2020 15:55,2020,2019/20,Special Service,1,1,339,339,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS - PERSON COLLAPSED BEHIND CLOSED DOORS,E05000130,CAMDEN TOWN WITH PRIMROSE HILL,E09000007,CAMDEN,Kentish Town,NW1
003038-08012020,08/01/2020 07:15,2020,2019/20,Special Service,1,1,339,339,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT ON THE FLOOR,E05000128,BELSIZE,E09000007,CAMDEN,Kentish Town,NW3
005391-13012020,13/01/2020 17:54,2020,2019/20,Special Service,1,2,339,678,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Chest Pain / Cardiac Arrest / Heart condition ,ASSIST AMBULANCE WITH REMOVAL OF BARIATRIC PATIENT IN CARDIAC ARREST  SURREY 855*,,,,,Surrey,TW19
006566-16012020,16/01/2020 12:32,2020,2019/20,Special Service,2,3,339,1017,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARRIATRIC PATIENT - LAS ON SCENE,E05000378,ST. GEORGE'S,E09000019,ISLINGTON,Kentish Town,N7
008461-20012020,20/01/2020 20:37,2020,2019/20,Special Service,1,2,339,678,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS BARIATRIC PATIENT TLX1,E05000263,SHEPHERD'S BUSH GREEN,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W12
010300-24012020,24/01/2020 22:18,2020,2019/20,Special Service,2,3,339,1017,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,ASSIST WITH BARIATRIC PATIENT,E05000379,ST. MARY'S,E09000019,ISLINGTON,Islington,N1
010340-25012020,25/01/2020 00:21,2020,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT    LAS ON SCENE,E05000188,SOUTH ACTON,E09000009,EALING,Acton,W5
013722-02022020,02/02/2020 08:21,2020,2019/20,Special Service,1,2,339,678,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS TO REMOVE PATIENT - PATIENT IS A HOARDER,E05000145,WEST HAMPSTEAD,E09000007,CAMDEN,West Hampstead,NW6
014348-03022020,03/02/2020 19:58,2020,2019/20,Special Service,1,1,339,339,Medical/health centre,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,ASSIST WITH PATIENT IN WHEELCHAIR,E05000057,MILL HILL,E09000003,BARNET,Mill Hill,NW7
014418-04022020,04/02/2020 00:31,2020,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT,E05000571,WANDLE VALLEY,E09000029,SUTTON,Mitcham,SM4
015554-06022020,06/02/2020 15:58,2020,2019/20,Special Service,1,2,339,678,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,ASSIST LAS WITH BARIATRIC PATIENT  ALP TO ENTER BRAVINGTON ROAD VIA KILBURN LANE,E05000642,QUEEN'S PARK,E09000033,WESTMINSTER,North Kensington,W9
016632-08022020,08/02/2020 21:07,2020,2019/20,Special Service,1,1,339,339,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,BARIATRIC PATIENT WITH LEG TRAPPED IN BED,E05011220,BLACKFEN & LAMORBEY,E09000004,BEXLEY,Sidcup,DA15
